User,Date,EXE File Count,Other File Count
MOH0273,2010-09-07,0,22
MOH0273,2010-09-08,0,25
MOH0273,2010-09-09,0,27
MOH0273,2010-09-10,1,24
MOH0273,2010-09-13,0,24
MOH0273,2010-09-14,0,25
MOH0273,2010-09-15,0,25
MOH0273,2010-09-16,0,25
MOH0273,2010-09-17,0,18
MOH0273,2010-09-18,0,19
MOH0273,2010-09-20,1,20
MOH0273,2010-09-21,0,25
MOH0273,2010-09-22,0,24
MOH0273,2010-09-23,0,26
MOH0273,2010-09-24,0,24
MOH0273,2010-09-27,0,20
MOH0273,2010-09-28,0,21
MOH0273,2010-09-29,1,26
MOH0273,2010-09-30,0,25
MOH0273,2010-10-01,0,24
MOH0273,2010-10-04,0,24
MOH0273,2010-10-05,0,23
MOH0273,2010-10-06,0,23
MOH0273,2010-10-07,0,22
MOH0273,2010-10-08,0,23
MOH0273,2010-10-09,0,25
MOH0273,2010-10-11,0,24
MOH0273,2010-10-12,0,24
MOH0273,2010-10-13,0,22
MOH0273,2010-10-14,0,25
MOH0273,2010-10-15,0,25
MOH0273,2010-10-17,0,15
MOH0273,2010-10-18,0,24
MOH0273,2010-10-19,0,27
MOH0273,2010-10-20,0,24
MOH0273,2010-10-21,0,23
MOH0273,2010-10-22,0,25
MOH0273,2010-10-25,0,19
MOH0273,2010-10-26,0,21
MOH0273,2010-10-27,0,22
MOH0273,2010-10-28,0,27
MOH0273,2010-10-29,0,27
MOH0273,2010-11-01,0,27
MOH0273,2010-11-02,0,25
MOH0273,2010-11-03,0,26
MOH0273,2010-11-04,0,27
MOH0273,2010-11-05,0,22
MOH0273,2010-11-08,0,25
MOH0273,2010-11-09,0,19
MOH0273,2010-11-10,0,22
MOH0273,2010-11-11,0,21
MOH0273,2010-11-12,0,27
MOH0273,2010-11-13,0,18
MOH0273,2010-11-15,0,22
MOH0273,2010-11-16,0,21
MOH0273,2010-11-17,0,27
MOH0273,2010-11-18,0,22
MOH0273,2010-11-19,0,22
MOH0273,2010-11-20,0,18
MOH0273,2010-11-21,0,27
MOH0273,2010-11-22,0,27
MOH0273,2010-11-23,0,25
MOH0273,2010-11-24,0,26
MOH0273,2010-11-26,0,24
MOH0273,2010-11-28,0,21
MOH0273,2010-11-29,0,27
MOH0273,2010-11-30,0,26
MOH0273,2010-12-01,0,25
MOH0273,2010-12-02,0,23
MOH0273,2010-12-03,0,24
MOH0273,2010-12-05,0,27
MOH0273,2010-12-06,0,27
MOH0273,2010-12-07,1,25
MOH0273,2010-12-08,0,27
MOH0273,2010-12-09,0,26
MOH0273,2010-12-10,0,27
MOH0273,2010-12-11,0,21
MOH0273,2010-12-13,0,25
MOH0273,2010-12-14,0,24
MOH0273,2010-12-15,0,25
MOH0273,2010-12-16,0,19
MOH0273,2010-12-17,1,25
MOH0273,2010-12-20,0,22
MOH0273,2010-12-21,0,24
MOH0273,2010-12-22,0,27
MOH0273,2010-12-25,0,25
MOH0273,2010-12-26,0,14
MOH0273,2010-12-27,0,15
MOH0273,2010-12-28,0,25
MOH0273,2010-12-29,0,26
MOH0273,2010-12-30,0,27
MOH0273,2010-12-31,1,21
MOH0273,2011-01-01,0,26
MOH0273,2011-01-03,0,27
MOH0273,2011-01-04,0,25
MOH0273,2011-01-05,0,26
MOH0273,2011-01-06,0,25
MOH0273,2011-01-07,0,21
MOH0273,2011-01-09,0,26
MOH0273,2011-01-10,0,22
MOH0273,2011-01-11,0,23
MOH0273,2011-01-12,1,26
MOH0273,2011-01-13,0,21
MOH0273,2011-01-14,1,26
MOH0273,2011-01-15,0,22
MOH0273,2011-01-17,0,26
MOH0273,2011-01-18,0,21
MOH0273,2011-01-19,0,21
MOH0273,2011-01-20,0,24
MOH0273,2011-01-21,0,26
MOH0273,2011-01-22,0,25
MOH0273,2011-01-23,0,20
MOH0273,2011-01-24,0,20
MOH0273,2011-01-25,0,24
MOH0273,2011-01-26,0,24
MOH0273,2011-01-27,0,21
MOH0273,2011-01-28,0,25
MOH0273,2011-01-30,0,22
MOH0273,2011-01-31,1,22
MOH0273,2011-02-01,1,25
MOH0273,2011-02-02,0,20
MOH0273,2011-02-03,0,27
MOH0273,2011-02-04,0,22
MOH0273,2011-02-07,0,25
MOH0273,2011-02-08,0,22
MOH0273,2011-02-09,0,27
MOH0273,2011-02-10,1,23
MOH0273,2011-02-11,0,23
MOH0273,2011-02-14,0,22
MOH0273,2011-02-15,0,23
MOH0273,2011-02-16,0,27
MOH0273,2011-02-17,0,26
MOH0273,2011-02-18,0,24
MOH0273,2011-02-19,0,27
MOH0273,2011-02-20,0,19
MOH0273,2011-02-21,0,19
MOH0273,2011-02-22,0,25
MOH0273,2011-02-23,0,19
MOH0273,2011-02-24,0,25
MOH0273,2011-02-25,0,27
MOH0273,2011-02-26,0,20
MOH0273,2011-02-28,0,20
MOH0273,2011-03-01,0,26
MOH0273,2011-03-02,0,21
MOH0273,2011-03-03,0,13
MOH0273,2011-03-04,0,25
MOH0273,2011-03-06,0,19
MOH0273,2011-03-07,0,23
MOH0273,2011-03-08,1,26
MOH0273,2011-03-09,0,27
MOH0273,2011-03-10,0,27
MOH0273,2011-03-11,0,21
MOH0273,2011-03-14,0,23
MOH0273,2011-03-15,0,23
MOH0273,2011-03-16,0,25
MOH0273,2011-03-17,0,21
MOH0273,2011-03-18,0,22
MOH0273,2011-03-20,0,21
MOH0273,2011-03-21,0,25
MOH0273,2011-03-22,0,18
MOH0273,2011-03-23,0,18
MOH0273,2011-03-24,1,21
MOH0273,2011-03-25,1,21
MOH0273,2011-03-26,0,23
MOH0273,2011-03-28,0,24
MOH0273,2011-03-29,0,25
MOH0273,2011-03-30,0,22
MOH0273,2011-03-31,0,21
MOH0273,2011-04-01,0,20
MOH0273,2011-04-02,0,20
MOH0273,2011-04-04,0,27
MOH0273,2011-04-05,0,27
MOH0273,2011-04-06,0,26
MOH0273,2011-04-07,0,27
MOH0273,2011-04-08,0,27
MOH0273,2011-04-11,0,24
MOH0273,2011-04-12,0,23
MOH0273,2011-04-13,0,25
MOH0273,2011-04-14,0,23
MOH0273,2011-04-15,0,27
MOH0273,2011-04-18,0,24
MOH0273,2011-04-19,0,26
MOH0273,2011-04-20,0,22
MOH0273,2011-04-21,0,22
MOH0273,2011-04-23,0,20
MOH0273,2011-04-25,0,24
MOH0273,2011-04-26,0,23
MOH0273,2011-04-27,0,20
MOH0273,2011-04-28,1,22
MOH0273,2011-04-29,0,23
MOH0273,2011-05-02,0,20
MOH0273,2011-05-03,0,23
MOH0273,2011-05-04,0,23
MOH0273,2011-05-05,0,24
MOH0273,2011-05-06,0,25
MOH0273,2011-05-07,0,27
MOH0273,2011-05-09,0,18
MOH0273,2011-05-10,0,22
MOH0273,2011-05-11,0,25
MOH0273,2011-05-12,2,22
MOH0273,2011-05-13,0,26
MOH0273,2011-05-16,0,27
HPH0075,2010-01-02,0,20
HPH0075,2010-01-04,0,27
HPH0075,2010-01-05,0,24
HPH0075,2010-01-06,0,25
HPH0075,2010-01-07,0,22
HPH0075,2010-01-08,1,21
HPH0075,2010-01-09,0,23
HPH0075,2010-01-11,0,21
HPH0075,2010-01-12,0,27
HPH0075,2010-01-13,2,19
HPH0075,2010-01-14,0,23
HPH0075,2010-01-15,2,21
HPH0075,2010-01-17,0,24
HPH0075,2010-01-18,0,15
HPH0075,2010-01-19,0,27
HPH0075,2010-01-20,0,26
HPH0075,2010-01-21,0,23
HPH0075,2010-01-22,1,26
HPH0075,2010-01-25,0,22
HPH0075,2010-01-26,0,18
HPH0075,2010-01-27,0,17
HPH0075,2010-01-28,0,25
HPH0075,2010-01-29,0,26
HPH0075,2010-02-01,0,26
HPH0075,2010-02-02,0,17
HPH0075,2010-02-03,0,21
HPH0075,2010-02-04,0,22
HPH0075,2010-02-05,0,13
HPH0075,2010-02-06,0,20
HPH0075,2010-02-07,0,22
HPH0075,2010-02-08,0,22
HPH0075,2010-02-09,0,25
HPH0075,2010-02-10,0,22
HPH0075,2010-02-11,0,27
HPH0075,2010-02-12,0,18
HPH0075,2010-02-15,0,27
HPH0075,2010-02-16,0,21
HPH0075,2010-02-17,0,18
HPH0075,2010-02-18,0,27
HPH0075,2010-02-19,0,21
HPH0075,2010-02-20,0,24
HPH0075,2010-02-21,0,14
HPH0075,2010-02-22,0,22
HPH0075,2010-02-23,1,23
HPH0075,2010-02-24,0,27
HPH0075,2010-02-25,0,24
HPH0075,2010-02-26,0,26
HPH0075,2010-02-28,0,24
HPH0075,2010-03-01,0,19
HPH0075,2010-03-02,0,27
HPH0075,2010-03-03,0,24
HPH0075,2010-03-04,0,21
HPH0075,2010-03-05,0,23
HPH0075,2010-03-08,0,24
HPH0075,2010-03-09,0,24
HPH0075,2010-03-10,0,24
HPH0075,2010-03-11,0,27
HPH0075,2010-03-12,0,22
HPH0075,2010-03-15,0,23
HPH0075,2010-03-16,0,23
HPH0075,2010-03-17,1,22
HPH0075,2010-03-18,0,22
HPH0075,2010-03-19,0,18
HPH0075,2010-03-22,0,24
HPH0075,2010-03-23,0,17
HPH0075,2010-03-24,0,24
HPH0075,2010-03-25,0,23
HPH0075,2010-03-26,1,23
HPH0075,2010-03-27,0,15
HPH0075,2010-03-29,0,27
HPH0075,2010-03-30,0,26
HPH0075,2010-03-31,0,20
HPH0075,2010-04-01,0,22
HPH0075,2010-04-05,0,24
HPH0075,2010-04-06,1,21
HPH0075,2010-04-07,0,22
HPH0075,2010-04-08,0,21
HPH0075,2010-04-09,0,23
HPH0075,2010-04-12,0,24
HPH0075,2010-04-13,0,18
HPH0075,2010-04-14,0,27
HPH0075,2010-04-15,0,26
HPH0075,2010-04-16,0,26
HPH0075,2010-04-17,0,22
HPH0075,2010-04-19,0,25
HPH0075,2010-04-20,0,23
HPH0075,2010-04-21,0,23
HPH0075,2010-04-22,0,22
HPH0075,2010-04-23,0,14
HPH0075,2010-04-24,0,19
HPH0075,2010-04-26,0,23
HPH0075,2010-04-27,0,19
HPH0075,2010-04-28,0,27
HPH0075,2010-04-29,0,27
HPH0075,2010-04-30,0,24
HPH0075,2010-05-03,0,27
HPH0075,2010-05-04,0,22
HPH0075,2010-05-05,0,23
HPH0075,2010-05-06,0,20
HPH0075,2010-05-07,0,21
HPH0075,2010-05-08,0,21
HPH0075,2010-05-10,0,21
HPH0075,2010-05-11,0,23
HPH0075,2010-05-12,0,18
HPH0075,2010-05-13,0,21
HPH0075,2010-05-14,0,21
HPH0075,2010-05-16,0,20
HPH0075,2010-05-17,0,21
HPH0075,2010-05-18,0,25
HPH0075,2010-05-19,0,26
HPH0075,2010-05-20,0,27
HPH0075,2010-05-21,0,25
HPH0075,2010-05-22,0,27
HPH0075,2010-05-24,0,20
HPH0075,2010-05-25,0,26
HPH0075,2010-05-26,0,14
HPH0075,2010-05-27,0,22
HPH0075,2010-05-28,1,24
HPH0075,2010-05-30,0,22
HPH0075,2010-06-01,0,22
HPH0075,2010-06-02,0,22
HPH0075,2010-06-03,0,18
HPH0075,2010-06-04,0,24
HPH0075,2010-06-06,0,19
HPH0075,2010-06-07,0,22
HPH0075,2010-06-08,0,22
HPH0075,2010-06-09,1,26
HPH0075,2010-06-10,0,21
HPH0075,2010-06-11,0,24
HPH0075,2010-06-12,0,22
HPH0075,2010-06-13,0,27
HPH0075,2010-06-14,0,23
HPH0075,2010-06-15,0,26
HPH0075,2010-06-16,0,27
HPH0075,2010-06-17,0,20
HPH0075,2010-06-18,0,25
HPH0075,2010-06-20,0,25
HPH0075,2010-06-21,0,21
HPH0075,2010-06-22,1,22
HPH0075,2010-06-23,0,16
HPH0075,2010-06-24,0,23
HPH0075,2010-06-25,0,17
HPH0075,2010-06-28,1,24
HPH0075,2010-06-29,0,19
HPH0075,2010-06-30,0,22
HPH0075,2010-07-01,0,23
HPH0075,2010-07-02,0,27
HPH0075,2010-07-03,1,19
HPH0075,2010-07-06,0,22
HPH0075,2010-07-07,0,19
HPH0075,2010-07-08,1,26
HPH0075,2010-07-09,0,22
HPH0075,2010-07-11,0,27
HPH0075,2010-07-12,0,27
HPH0075,2010-07-13,0,24
HPH0075,2010-07-14,0,26
HPH0075,2010-07-15,0,27
HPH0075,2010-07-16,0,23
HPH0075,2010-07-17,1,26
HPH0075,2010-07-18,0,22
HPH0075,2010-07-19,0,25
HPH0075,2010-07-20,0,27
HPH0075,2010-07-21,0,25
HPH0075,2010-07-22,0,25
HPH0075,2010-07-23,0,24
HPH0075,2010-07-25,0,22
HPH0075,2010-07-26,1,26
HPH0075,2010-07-27,0,25
HPH0075,2010-07-28,0,11
HPH0075,2010-07-29,0,21
HPH0075,2010-07-30,0,27
HPH0075,2010-08-01,0,20
HPH0075,2010-08-02,1,26
HPH0075,2010-08-03,0,26
HPH0075,2010-08-04,0,26
HPH0075,2010-08-05,0,15
HPH0075,2010-08-06,0,24
HPH0075,2010-08-08,0,26
HPH0075,2010-08-09,0,21
HPH0075,2010-08-10,0,19
HPH0075,2010-08-11,0,20
HPH0075,2010-08-12,0,21
HPH0075,2010-08-13,0,20
HPH0075,2010-08-14,0,22
HPH0075,2010-08-15,0,22
HPH0075,2010-08-16,0,24
HPH0075,2010-08-17,0,21
HPH0075,2010-08-18,0,18
HPH0075,2010-08-19,1,21
HPH0075,2010-08-20,0,25
HPH0075,2010-08-23,1,25
HPH0075,2010-08-24,0,24
HPH0075,2010-08-25,0,26
HPH0075,2010-08-26,0,22
HPH0075,2010-08-27,0,18
HPH0075,2010-08-29,1,26
HPH0075,2010-08-30,0,20
HPH0075,2010-08-31,0,25
HPH0075,2010-09-01,0,23
HPH0075,2010-09-02,0,22
HPH0075,2010-09-03,0,24
HPH0075,2010-09-04,0,25
HPH0075,2010-09-05,1,18
HPH0075,2010-09-07,0,21
HPH0075,2010-09-08,0,24
HPH0075,2010-09-09,0,25
HPH0075,2010-09-10,0,24
HPH0075,2010-09-12,0,25
HPH0075,2010-09-13,0,24
HPH0075,2010-09-14,0,26
HPH0075,2010-09-15,0,24
HPH0075,2010-09-16,0,27
HPH0075,2010-09-17,0,21
HPH0075,2010-09-18,1,26
HPH0075,2010-09-20,1,26
HPH0075,2010-09-21,0,23
HPH0075,2010-09-22,0,27
HPH0075,2010-09-23,0,25
HPH0075,2010-09-24,0,25
HPH0075,2010-09-25,1,24
HPH0075,2010-09-27,0,25
HPH0075,2010-09-28,0,25
HPH0075,2010-09-29,0,23
HPH0075,2010-09-30,0,23
HPH0075,2010-10-01,0,23
HPH0075,2010-10-04,0,24
HPH0075,2010-10-05,0,23
HPH0075,2010-10-06,1,23
HPH0075,2010-10-07,0,24
HPH0075,2010-10-08,0,27
HPH0075,2010-10-09,0,23
HPH0075,2010-10-11,1,21
HPH0075,2010-10-12,0,25
HPH0075,2010-10-13,0,24
HPH0075,2010-10-14,0,23
HPH0075,2010-10-15,0,24
HPH0075,2010-10-17,1,25
HPH0075,2010-10-18,0,19
HPH0075,2010-10-19,1,25
HPH0075,2010-10-20,0,23
HPH0075,2010-10-21,0,23
HPH0075,2010-10-22,0,23
HPH0075,2010-10-25,0,20
HPH0075,2010-10-26,0,25
HPH0075,2010-10-27,0,23
HPH0075,2010-10-28,0,24
HPH0075,2010-10-29,1,15
HPH0075,2010-11-01,1,23
HPH0075,2010-11-02,0,27
HPH0075,2010-11-03,0,23
HPH0075,2010-11-04,0,16
HPH0075,2010-11-05,0,24
HPH0075,2010-11-06,0,24
HPH0075,2010-11-08,0,21
HPH0075,2010-11-09,0,24
HPH0075,2010-11-10,0,20
HPH0075,2010-11-11,0,27
HPH0075,2010-11-12,0,23
HPH0075,2010-11-13,0,20
HPH0075,2010-11-15,0,19
HPH0075,2010-11-16,0,15
HPH0075,2010-11-17,0,20
HPH0075,2010-11-18,0,23
HPH0075,2010-11-19,1,26
HPH0075,2010-11-20,0,24
HPH0075,2010-11-21,0,24
HPH0075,2010-11-22,0,23
HPH0075,2010-11-23,0,17
HPH0075,2010-11-24,1,26
HPH0075,2010-11-28,0,22
HPH0075,2010-11-29,0,19
HPH0075,2010-11-30,0,26
HPH0075,2010-12-01,0,23
HPH0075,2010-12-02,0,25
HPH0075,2010-12-03,0,27
HPH0075,2010-12-05,1,26
HPH0075,2010-12-06,1,25
HPH0075,2010-12-07,0,25
HPH0075,2010-12-08,0,23
HPH0075,2010-12-09,0,22
HPH0075,2010-12-10,0,20
HPH0075,2010-12-11,0,24
HPH0075,2010-12-13,0,20
HPH0075,2010-12-14,1,26
HPH0075,2010-12-15,0,23
HPH0075,2010-12-16,0,27
HPH0075,2010-12-17,0,23
HPH0075,2010-12-20,1,26
HPH0075,2010-12-21,0,23
HPH0075,2010-12-22,0,16
HPH0075,2010-12-26,0,27
HPH0075,2010-12-27,0,22
HPH0075,2010-12-28,0,22
HPH0075,2010-12-29,0,23
HPH0075,2010-12-30,1,19
HPH0075,2011-01-02,0,17
HPH0075,2011-01-03,0,25
HPH0075,2011-01-04,0,24
HPH0075,2011-01-05,0,24
HPH0075,2011-01-06,0,27
HPH0075,2011-01-07,1,23
HPH0075,2011-01-10,0,22
HPH0075,2011-01-11,0,27
HPH0075,2011-01-12,1,22
HPH0075,2011-01-13,1,14
HPH0075,2011-01-14,0,23
HPH0075,2011-01-15,0,22
HPH0075,2011-01-17,1,25
HPH0075,2011-01-18,0,27
HPH0075,2011-01-19,1,21
HPH0075,2011-01-20,0,27
HPH0075,2011-01-21,0,27
HPH0075,2011-01-22,0,23
HPH0075,2011-01-23,0,21
HPH0075,2011-01-24,0,27
HPH0075,2011-01-25,0,27
HPH0075,2011-01-26,0,23
HPH0075,2011-01-27,1,23
HPH0075,2011-01-28,0,27
HPH0075,2011-01-30,0,22
HPH0075,2011-01-31,0,14
HPH0075,2011-02-01,0,22
HPH0075,2011-02-02,0,27
HPH0075,2011-02-03,0,26
HPH0075,2011-02-04,0,23
HPH0075,2011-02-07,0,18
HPH0075,2011-02-08,1,24
HPH0075,2011-02-09,1,24
HPH0075,2011-02-10,0,20
HPH0075,2011-02-11,0,22
HPH0075,2011-02-14,1,26
HPH0075,2011-02-15,0,25
HPH0075,2011-02-16,0,27
HPH0075,2011-02-17,1,23
HPH0075,2011-02-18,0,27
HPH0075,2011-02-19,0,16
HPH0075,2011-02-20,0,24
HPH0075,2011-02-21,0,24
HPH0075,2011-02-22,0,17
HPH0075,2011-02-23,0,27
HPH0075,2011-02-24,0,19
HPH0075,2011-02-25,0,27
HPH0075,2011-02-26,0,27
HPH0075,2011-02-28,2,22
HPH0075,2011-03-01,0,26
HPH0075,2011-03-02,0,21
HPH0075,2011-03-03,0,27
HPH0075,2011-03-04,0,26
HPH0075,2011-03-06,0,24
HPH0075,2011-03-07,0,26
HPH0075,2011-03-08,0,20
HPH0075,2011-03-09,0,27
HPH0075,2011-03-10,0,22
HPH0075,2011-03-11,1,25
HPH0075,2011-03-14,0,22
HPH0075,2011-03-15,0,24
HPH0075,2011-03-16,0,24
HPH0075,2011-03-17,0,21
HPH0075,2011-03-18,1,18
HPH0075,2011-03-20,0,26
HPH0075,2011-03-21,0,22
HPH0075,2011-03-22,0,22
HPH0075,2011-03-23,0,27
HPH0075,2011-03-24,0,26
HPH0075,2011-03-25,0,24
HPH0075,2011-03-26,0,27
HPH0075,2011-03-28,0,25
HPH0075,2011-03-29,0,23
HPH0075,2011-03-30,0,23
HPH0075,2011-03-31,0,20
HPH0075,2011-04-01,0,22
HPH0075,2011-04-02,0,27
HPH0075,2011-04-04,0,25
HPH0075,2011-04-05,0,21
HPH0075,2011-04-06,0,20
HPH0075,2011-04-07,0,21
HPH0075,2011-04-08,0,24
HPH0075,2011-04-11,1,20
HPH0075,2011-04-12,0,19
HPH0075,2011-04-13,0,25
HPH0075,2011-04-14,0,27
HPH0075,2011-04-15,0,27
HPH0075,2011-04-18,0,20
HPH0075,2011-04-19,0,26
HPH0075,2011-04-20,0,22
HPH0075,2011-04-21,1,23
HPH0075,2011-04-23,0,27
HPH0075,2011-04-25,0,23
HPH0075,2011-04-26,0,20
HPH0075,2011-04-27,0,22
HPH0075,2011-04-28,0,24
HPH0075,2011-04-29,0,20
HPH0075,2011-05-02,0,16
HPH0075,2011-05-03,0,24
HPH0075,2011-05-04,0,26
HPH0075,2011-05-05,1,26
HPH0075,2011-05-06,0,21
HPH0075,2011-05-07,0,26
HPH0075,2011-05-09,1,26
HPH0075,2011-05-10,0,27
HPH0075,2011-05-11,0,15
HPH0075,2011-05-12,0,22
HPH0075,2011-05-13,0,27
HPH0075,2011-05-16,0,23
HSB0196,2010-01-02,1,26
HSB0196,2010-01-03,0,24
HSB0196,2010-01-04,0,27
HSB0196,2010-01-05,0,23
HSB0196,2010-01-06,0,27
HSB0196,2010-01-07,1,26
HSB0196,2010-01-08,0,24
HSB0196,2010-01-09,0,26
HSB0196,2010-01-10,0,19
HSB0196,2010-01-11,0,27
HSB0196,2010-01-12,0,27
HSB0196,2010-01-13,0,25
HSB0196,2010-01-14,0,22
HSB0196,2010-01-15,0,22
HSB0196,2010-01-16,0,25
HSB0196,2010-01-18,0,27
